comp_level,station,district,province,crime_category,count_offence_group,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,year,crime_count
Province,North West,Republic of South Africa,RSA,Crime detected as a result of police action,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2022_2023,10205
Province,North West,Republic of South Africa,RSA,17 Community reported serious crime,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2013_2014,97437
Province,North West,Republic of South Africa,RSA,17 Community reported serious crime,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2014_2015,97216
Province,North West,Republic of South Africa,RSA,17 Community reported serious crime,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2015_2016,95920
Province,North West,Republic of South Africa,RSA,17 Community reported serious crime,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2016_2017,96817
Province,North West,Republic of South Africa,RSA,17 Community reported serious crime,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2017_2018,95023
Province,North West,Republic of South Africa,RSA,17 Community reported serious crime,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2018_2019,98998
Province,North West,Republic of South Africa,RSA,17 Community reported serious crime,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2019_2020,92731
Province,North West,Republic of South Africa,RSA,17 Community reported serious crime,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2020_2021,81116
Province,North West,Republic of South Africa,RSA,17 Community reported serious crime,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2021_2022,90188
Province,North West,Republic of South Africa,RSA,17 Community reported serious crime,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2022_2023,98881
Province,Northern Cape,Republic of South Africa,RSA,Murder,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2013_2014,437
Province,Northern Cape,Republic of South Africa,RSA,Murder,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2014_2015,413
Province,Northern Cape,Republic of South Africa,RSA,Murder,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2015_2016,372
Province,Northern Cape,Republic of South Africa,RSA,Murder,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2016_2017,344
Province,Northern Cape,Republic of South Africa,RSA,Murder,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2017_2018,340
Province,Northern Cape,Republic of South Africa,RSA,Murder,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2018_2019,322
Province,Northern Cape,Republic of South Africa,RSA,Murder,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2019_2020,326
Province,Northern Cape,Republic of South Africa,RSA,Murder,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2020_2021,287
Province,Northern Cape,Republic of South Africa,RSA,Murder,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2021_2022,366
Province,Northern Cape,Republic of South Africa,RSA,Murder,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2022_2023,392
Province,Northern Cape,Republic of South Africa,RSA,Attempted murder,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2013_2014,603
Province,Northern Cape,Republic of South Africa,RSA,Attempted murder,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2014_2015,562
Province,Northern Cape,Republic of South Africa,RSA,Attempted murder,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2015_2016,658
Province,Northern Cape,Republic of South Africa,RSA,Attempted murder,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2016_2017,550
Province,Northern Cape,Republic of South Africa,RSA,Attempted murder,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2017_2018,480
Province,Northern Cape,Republic of South Africa,RSA,Attempted murder,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2018_2019,532
Province,Northern Cape,Republic of South Africa,RSA,Attempted murder,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2019_2020,468
Province,Northern Cape,Republic of South Africa,RSA,Attempted murder,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2020_2021,474
Province,Northern Cape,Republic of South Africa,RSA,Attempted murder,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2021_2022,780
Province,Northern Cape,Republic of South Africa,RSA,Attempted murder,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2022_2023,1700
Province,Northern Cape,Republic of South Africa,RSA,Robbery with aggravating circumstances,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2013_2014,1402
Province,Northern Cape,Republic of South Africa,RSA,Robbery with aggravating circumstances,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2014_2015,1446
Province,Northern Cape,Republic of South Africa,RSA,Robbery with aggravating circumstances,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2015_2016,1387
Province,Northern Cape,Republic of South Africa,RSA,Robbery with aggravating circumstances,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2016_2017,1505
Province,Northern Cape,Republic of South Africa,RSA,Robbery with aggravating circumstances,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2017_2018,1639
Province,Northern Cape,Republic of South Africa,RSA,Robbery with aggravating circumstances,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2018_2019,1780
Province,Northern Cape,Republic of South Africa,RSA,Robbery with aggravating circumstances,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2019_2020,1643
Province,Northern Cape,Republic of South Africa,RSA,Robbery with aggravating circumstances,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2020_2021,1426
Province,Northern Cape,Republic of South Africa,RSA,Robbery with aggravating circumstances,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2021_2022,1323
Province,Northern Cape,Republic of South Africa,RSA,Robbery with aggravating circumstances,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2022_2023,1569
Province,Northern Cape,Republic of South Africa,RSA,Common robbery,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2013_2014,1277
Province,Northern Cape,Republic of South Africa,RSA,Common robbery,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2014_2015,1262
Province,Northern Cape,Republic of South Africa,RSA,Common robbery,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2015_2016,1348
Province,Northern Cape,Republic of South Africa,RSA,Common robbery,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2016_2017,1506
Province,Northern Cape,Republic of South Africa,RSA,Common robbery,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2017_2018,1285
Province,Northern Cape,Republic of South Africa,RSA,Common robbery,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2018_2019,1408
Province,Northern Cape,Republic of South Africa,RSA,Common robbery,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2019_2020,1437
Province,Northern Cape,Republic of South Africa,RSA,Common robbery,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2020_2021,1170
Province,Northern Cape,Republic of South Africa,RSA,Common robbery,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2021_2022,999
Province,Northern Cape,Republic of South Africa,RSA,Common robbery,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2022_2023,1107
Province,Northern Cape,Republic of South Africa,RSA,Rape,Sexual offences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2013_2014,1267
Province,Northern Cape,Republic of South Africa,RSA,Rape,Sexual offences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2014_2015,1181
Province,Northern Cape,Republic of South Africa,RSA,Rape,Sexual offences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2015_2016,1287
Province,Northern Cape,Republic of South Africa,RSA,Rape,Sexual offences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2016_2017,1143
Province,Northern Cape,Republic of South Africa,RSA,Rape,Sexual offences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2017_2018,1100
Province,Northern Cape,Republic of South Africa,RSA,Rape,Sexual offences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2018_2019,1121
Province,Northern Cape,Republic of South Africa,RSA,Rape,Sexual offences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2019_2020,1125
Province,Northern Cape,Republic of South Africa,RSA,Rape,Sexual offences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2020_2021,908
Province,Northern Cape,Republic of South Africa,RSA,Rape,Sexual offences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2021_2022,952
Province,Northern Cape,Republic of South Africa,RSA,Rape,Sexual offences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2022_2023,1099
Province,Northern Cape,Republic of South Africa,RSA,Sexual assault,Sexual offences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2013_2014,249
Province,Northern Cape,Republic of South Africa,RSA,Sexual assault,Sexual offences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2014_2015,228
Province,Northern Cape,Republic of South Africa,RSA,Sexual assault,Sexual offences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2015_2016,240
Province,Northern Cape,Republic of South Africa,RSA,Sexual assault,Sexual offences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2016_2017,235
Province,Northern Cape,Republic of South Africa,RSA,Sexual assault,Sexual offences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2017_2018,245
Province,Northern Cape,Republic of South Africa,RSA,Sexual assault,Sexual offences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2018_2019,255
Province,Northern Cape,Republic of South Africa,RSA,Sexual assault,Sexual offences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2019_2020,229
Province,Northern Cape,Republic of South Africa,RSA,Sexual assault,Sexual offences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2020_2021,207
Province,Northern Cape,Republic of South Africa,RSA,Sexual assault,Sexual offences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2021_2022,212
Province,Northern Cape,Republic of South Africa,RSA,Sexual assault,Sexual offences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2022_2023,253
Province,Northern Cape,Republic of South Africa,RSA,Kidnapping,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2013_2014,38
Province,Northern Cape,Republic of South Africa,RSA,Kidnapping,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2014_2015,47
Province,Northern Cape,Republic of South Africa,RSA,Kidnapping,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2015_2016,64
Province,Northern Cape,Republic of South Africa,RSA,Kidnapping,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2016_2017,71
Province,Northern Cape,Republic of South Africa,RSA,Kidnapping,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2017_2018,64
Province,Northern Cape,Republic of South Africa,RSA,Kidnapping,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2018_2019,61
Province,Northern Cape,Republic of South Africa,RSA,Kidnapping,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2019_2020,69
Province,Northern Cape,Republic of South Africa,RSA,Kidnapping,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2020_2021,65
Province,Northern Cape,Republic of South Africa,RSA,Kidnapping,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2021_2022,70
Province,Northern Cape,Republic of South Africa,RSA,Kidnapping,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2022_2023,98
Province,Northern Cape,Republic of South Africa,RSA,Assault with the intent to inflict grievous bodily harm,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2013_2014,8716
Province,Northern Cape,Republic of South Africa,RSA,Assault with the intent to inflict grievous bodily harm,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2014_2015,8813
Province,Northern Cape,Republic of South Africa,RSA,Assault with the intent to inflict grievous bodily harm,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2015_2016,8889
Province,Northern Cape,Republic of South Africa,RSA,Assault with the intent to inflict grievous bodily harm,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2016_2017,8173
Province,Northern Cape,Republic of South Africa,RSA,Assault with the intent to inflict grievous bodily harm,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2017_2018,7723
Province,Northern Cape,Republic of South Africa,RSA,Assault with the intent to inflict grievous bodily harm,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2018_2019,7790
Province,Northern Cape,Republic of South Africa,RSA,Assault with the intent to inflict grievous bodily harm,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2019_2020,7594
Province,Northern Cape,Republic of South Africa,RSA,Assault with the intent to inflict grievous bodily harm,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2020_2021,6356
Province,Northern Cape,Republic of South Africa,RSA,Assault with the intent to inflict grievous bodily harm,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2021_2022,7017
Province,Northern Cape,Republic of South Africa,RSA,Assault with the intent to inflict grievous bodily harm,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2022_2023,6810
Province,Northern Cape,Republic of South Africa,RSA,Common assault,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2013_2014,4777
Province,Northern Cape,Republic of South Africa,RSA,Common assault,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2014_2015,4803
Province,Northern Cape,Republic of South Africa,RSA,Common assault,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2015_2016,4598
Province,Northern Cape,Republic of South Africa,RSA,Common assault,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2016_2017,4440
Province,Northern Cape,Republic of South Africa,RSA,Common assault,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2017_2018,4375
Province,Northern Cape,Republic of South Africa,RSA,Common assault,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2018_2019,4481
Province,Northern Cape,Republic of South Africa,RSA,Common assault,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2019_2020,4533
Province,Northern Cape,Republic of South Africa,RSA,Common assault,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2020_2021,4301
Province,Northern Cape,Republic of South Africa,RSA,Common assault,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2021_2022,5045
Province,Northern Cape,Republic of South Africa,RSA,Common assault,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2022_2023,5761
Province,Northern Cape,Republic of South Africa,RSA,Burglary at non-residential premises,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2013_2014,2373
Province,Northern Cape,Republic of South Africa,RSA,Burglary at non-residential premises,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2014_2015,2270
Province,Northern Cape,Republic of South Africa,RSA,Burglary at non-residential premises,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2015_2016,2203
Province,Northern Cape,Republic of South Africa,RSA,Burglary at non-residential premises,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2016_2017,2403
Province,Northern Cape,Republic of South Africa,RSA,Burglary at non-residential premises,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2017_2018,2172
Province,Northern Cape,Republic of South Africa,RSA,Burglary at non-residential premises,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2018_2019,2722
Province,Northern Cape,Republic of South Africa,RSA,Burglary at non-residential premises,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2019_2020,2315
Province,Northern Cape,Republic of South Africa,RSA,Burglary at non-residential premises,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2020_2021,2344
Province,Northern Cape,Republic of South Africa,RSA,Burglary at non-residential premises,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2021_2022,2352
Province,Northern Cape,Republic of South Africa,RSA,Burglary at non-residential premises,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2022_2023,2759
Province,Northern Cape,Republic of South Africa,RSA,Burglary at residential premises,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2013_2014,6013
Province,Northern Cape,Republic of South Africa,RSA,Burglary at residential premises,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2014_2015,6204
Province,Northern Cape,Republic of South Africa,RSA,Burglary at residential premises,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2015_2016,6469
Province,Northern Cape,Republic of South Africa,RSA,Burglary at residential premises,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2016_2017,6518
Province,Northern Cape,Republic of South Africa,RSA,Burglary at residential premises,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2017_2018,6228
Province,Northern Cape,Republic of South Africa,RSA,Burglary at residential premises,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2018_2019,6325
Province,Northern Cape,Republic of South Africa,RSA,Burglary at residential premises,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2019_2020,6208
Province,Northern Cape,Republic of South Africa,RSA,Burglary at residential premises,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2020_2021,5543
